  1.69059892  2.46087259  0.624841715
  6.04835083  7.46369297 -0.21518415
  0.00176907703  1.71680629  0.0017502522
  2.64261673  2.50113598  0.285949142
  5.32304883  2.89308881 -0.201502726
  5.02713431  2.33781331 -0.684615019
  6.79796189  4.53139905 -0.4842985
  5.48584816  3.86117758  0.471565311
  7.02573185  2.65737513  0.314766201
  0.546992294  4.74807576 -0.519789562
  4.48678885  4.01227328  0.745388462
  5.2988555  3.49487007  0.288162782
  5.81080541  2.15449985 -0.379670128
  1.58811507  5.06059589 -0.939845083
  4.35405853  3.24156321  0.0934649295
  1.85659832  7.34776627  0.839109001
  1.84978976  0.349867467  0.329519333
  1.73170611  3.85480715 -0.645816266
  7.06711025  2.1116448  0.605289247
  5.22010796  3.31848297  0.15377176
