  6 16  2 10 17 17  7 11  2
 14  1  7  4 18  5  5 13 10
  3 19 12 19  6 15 13 12 11
 19  6  1 18  9  8  6  8 12
  2  7 11  1  7 11  2  7  4
 17 12 18  6  1 16  8  5  9
 11  3 16 17 15 13 10  2  3
 12 13  3  2  8 12 11 19 18
  8 14 17 16 10  4  4 18  6
 13 18 14  3 12  6 19  9  5
 16 15 10 15 19 10 17  6 17
  4  8 19  7 16  9 15 17 13
 10  4  5 14  2 14 18 16  7
 15 10 13 12 13 19  1 15 16
  5  2 15 11  3  3  9 10 19
  1 11  4 13 14  1 12  4  8
 18  9  9  9  5  2 14 14  1
  7  5  8  5 11 18 16  3 15
  9 17  6  8  4  7  3  1 14
