 26 29 12 15 16  3  2 18  5
 29 26  6 26  8 19 24 23 17
 28  4  4  6  9  9 15 12 24
 30 10 28 10 28 15  6 14 11
 14 22  2  4  6 21  5  9 10
  6 24 18 18  5 10  7 27 23
 24 21 14  2 24 28 17 29 19
 16 25 27  5 13 14 27 20 30
 27 15 19 11 12 24 29  2  7
 19 30 17 13 30 23 12 10 25
 25  8 20 20 25  4 22 22 27
  8 14 23  3 23  2  9  5 18
 15  3 16 27 14 11  1  1 20
 12 12 13 25  4  1 26 11  9
 11 11  7  8 18 25  3 24 28
  2  7  9 12 11  5 13 30 12
 13  5 25 23 20 22 28 28 16
 17  6  5 19 26 27 20  6  6
 23 18 10 22  2 16 10  4 29
  7  2 15  1 17 17 25 17  1
 22 23 30 29 19  6 16  8 13
  1 16 11 30 15 30 18 15 26
  5 28  8  9 21 12 23  3 14
 10 19  1 17 29  7 30 16 21
  9 27 26 21 10 26 14 13  2
  4  9 29 14  7 20 21  7 22
 21  1 22 16  3 29  8 19 15
 18 17 24  7  1  8 19 25  4
 20 13  3 28 22 13 11 26  3
  3 20 21 24 27 18  4 21  8
