 18  1 11  9 17 18  7  7  2
  7  2 20  8 12  3 14 19 18
 19 13 16  1 14  9  3 12 21
 21 11 10  4  5 13 19 22  8
  9  5  7  7  3  7  2  3 12
 11 20 14  3 10  2 12  5  1
 16 19  3 12  2 20 13  8 19
 20 21  9 22 19  8 15 10 10
  5 22 21 10  4 16  6 15 11
 17 16  5 16  7  4  5 17  5
  1 10 17 13 21  5  4  9  7
 22  7 22 15  8 12  9  4 17
  6 12  1 20 13 14 10  1  6
 14 15 19  6 20 17 18  2 14
  3 14 12 18  6  6 20  6 20
 12  3 18 19  1 10 17 13  3
  8 17 15 14 15 19 21 18  4
 13  9 13 21 11 22  1 21 15
 10  4  8 17 22 15 11 16 22
 15  8  2 11 16  1 22 14 13
  4 18  4  5 18 11  8 20 16
  2  6  6  2  9 21 16 11  9
