  2 16 19  8  2 12 18 22 10
  1  8 17 19 13 20  9 12 23
  3  3  8 10 21  3 14 15  6
 23 13 12  1 23 16 15 10 15
 18  7 21  5 17 10 21 14 20
  5 22  4 14 16 14 17  6 21
 21 12  6 12 11  2  8 23 22
 15 11  7 21 18 19 20 21  7
 17 23 10  3 14  9 10 17  1
  7  6 14 11 12 17 22  1  2
 22  9 18 15  4  6 11  7  4
  6 14  5 23  6 13  3 13  3
  8 20 15 16 22  7  4 20 17
 10 15 20  6 19 22  7  8  5
 11  2 11 20  1  8 19  9 18
  9  5  3  4  5 21 12 19 16
  4 10 13  2  8  4  2  5 13
 12 17 22 22 15  1 13  2 14
 16 18  9  9  3 18  5  3 19
 13 19  1  7  9  5 23 11  8
 14  1 23 13 10 15  1 18  9
 20 21 16 18  7 23 16 16 12
 19  4  2 17 20 11  6  4 11
