 12 17  8 14  5  2  6  4  4
  8  6  4  7  8 19 18  6  5
 15 19 13 18 13  7 17  7 18
  2  5 12  4 11  8  4  3 17
  4 15  1 11  1 12  9  9 20
 13  3  7 10 19 16 14 16 19
  6 10  9  2  4  3 19 14 14
 17 12  2  6 17  4 13  1 10
 16  4 14  9  2  6  2 15  7
 11  2 19 15  3 13 16  2 11
  3 18 20  8 18  9 15 12  6
 10 20  5  3 12 14  3 18  9
 20  7  3 20  9 10  5 13 13
  5  1  6 17 14  5 11 10  2
  7 13 10 16 20 18  1  5 12
 19 16 17  5  7 20 10 11 16
 18 14 11 12 10 11 20 20  1
 14  9 16  1 15 15  7  8  3
  1 11 15 19  6 17 12 17  8
  9  8 18 13 16  1  8 19 15
