  8  8  1 14  2  2  6 15  9
  5  4 13  2  9 17  4 16 11
 15  3  3  3 17  9  7 11  5
  9 17 12  5  1 12 17 12  6
  1 11 17  4  4  8  8  8 16
 14 16  5 18  6 18  9 10 13
 12 15 16  7 13  3 10 17  3
 18  7 18 12 11 16 16  7  8
  7  9  2  6 14 15 12  4 18
 11  1  6 11  5 10 15 18 15
  4  5 10  9 16  1 18  9 14
 17 10 11 16 12  5  2 13 17
 16 13  7  1  8  4 14  2 10
  3 18  4 10 10  7  1  6  7
 10 14 15 13 18 11  5  1 12
  6  2 14 17  7  6 11  3  4
  2 12  8 15 15 13 13 14  2
 13  6  9  8  3 14  3  5  1
