0 0 0 0 0 0 0 0 0 0 
0 1 1 2 3 4 5 6 7 8 
0 2 2 3 4 5 6 7 8 1 
0 3 3 4 5 6 7 8 1 2 
0 4 4 5 6 7 8 1 2 3 
0 5 5 6 7 8 1 2 3 4 
0 6 6 7 8 1 2 3 4 5 
0 7 7 8 1 2 3 4 5 6 
0 8 8 1 2 3 4 5 6 7 
1 0 1 1 1 1 1 1 1 1 
1 1 5 3 8 7 0 4 6 2 
1 2 3 8 7 0 4 6 2 5 
1 3 8 7 0 4 6 2 5 3 
1 4 7 0 4 6 2 5 3 8 
1 5 0 4 6 2 5 3 8 7 
1 6 4 6 2 5 3 8 7 0 
1 7 6 2 5 3 8 7 0 4 
1 8 2 5 3 8 7 0 4 6 
2 0 2 2 2 2 2 2 2 2 
2 1 3 6 4 1 8 0 5 7 
2 2 6 4 1 8 0 5 7 3 
2 3 4 1 8 0 5 7 3 6 
2 4 1 8 0 5 7 3 6 4 
2 5 8 0 5 7 3 6 4 1 
2 6 0 5 7 3 6 4 1 8 
2 7 5 7 3 6 4 1 8 0 
2 8 7 3 6 4 1 8 0 5 
3 0 3 3 3 3 3 3 3 3 
3 1 8 4 7 5 2 1 0 6 
3 2 4 7 5 2 1 0 6 8 
3 3 7 5 2 1 0 6 8 4 
3 4 5 2 1 0 6 8 4 7 
3 5 2 1 0 6 8 4 7 5 
3 6 1 0 6 8 4 7 5 2 
3 7 0 6 8 4 7 5 2 1 
3 8 6 8 4 7 5 2 1 0 
4 0 4 4 4 4 4 4 4 4 
4 1 7 1 5 8 6 3 2 0 
4 2 1 5 8 6 3 2 0 7 
4 3 5 8 6 3 2 0 7 1 
4 4 8 6 3 2 0 7 1 5 
4 5 6 3 2 0 7 1 5 8 
4 6 3 2 0 7 1 5 8 6 
4 7 2 0 7 1 5 8 6 3 
4 8 0 7 1 5 8 6 3 2 
5 0 5 5 5 5 5 5 5 5 
5 1 0 8 2 6 1 7 4 3 
5 2 8 2 6 1 7 4 3 0 
5 3 2 6 1 7 4 3 0 8 
5 4 6 1 7 4 3 0 8 2 
5 5 1 7 4 3 0 8 2 6 
5 6 7 4 3 0 8 2 6 1 
5 7 4 3 0 8 2 6 1 7 
5 8 3 0 8 2 6 1 7 4 
6 0 6 6 6 6 6 6 6 6 
6 1 4 0 1 3 7 2 8 5 
6 2 0 1 3 7 2 8 5 4 
6 3 1 3 7 2 8 5 4 0 
6 4 3 7 2 8 5 4 0 1 
6 5 7 2 8 5 4 0 1 3 
6 6 2 8 5 4 0 1 3 7 
6 7 8 5 4 0 1 3 7 2 
6 8 5 4 0 1 3 7 2 8 
7 0 7 7 7 7 7 7 7 7 
7 1 6 5 0 2 4 8 3 1 
7 2 5 0 2 4 8 3 1 6 
7 3 0 2 4 8 3 1 6 5 
7 4 2 4 8 3 1 6 5 0 
7 5 4 8 3 1 6 5 0 2 
7 6 8 3 1 6 5 0 2 4 
7 7 3 1 6 5 0 2 4 8 
7 8 1 6 5 0 2 4 8 3 
8 0 8 8 8 8 8 8 8 8 
8 1 2 7 6 0 3 5 1 4 
8 2 7 6 0 3 5 1 4 2 
8 3 6 0 3 5 1 4 2 7 
8 4 0 3 5 1 4 2 7 6 
8 5 3 5 1 4 2 7 6 0 
8 6 5 1 4 2 7 6 0 3 
8 7 1 4 2 7 6 0 3 5 
8 8 4 2 7 6 0 3 5 1 
