Characteritics of NL files

 || filename || index || nb_var || nb_constr || nb_coeff || nb_var_int ||
 || filename || index || nbv || niv || nlc || n_eqn || n_cc || nlcc || nlnc || nlo || nlvb || nlvc || nlvo
 || nlvbi || nlvci || nlvoi || nwv || nzc || nzo || n_var || n_con || n_obj || n_lcon ||
|| ampl/demos/data/MacMINLP/batch.nl || 1 || 24 || 0 || 1 || 12 || 0 || 0 || 0 || 1 || 0 || 10 || 22 || 0 || 0 || 0 || 0 || 170 || 12 || 46 || 69 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-14a.nl || 2 || 0 || 0 || 258 || 224 || 0 || 0 || 0 || 0 || 0 || 342 || 0 || 0 || 168 || 0 || 0 || 3990 || 1 || 342 || 308 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-14b.nl || 3 || 0 || 0 || 258 || 224 || 0 || 0 || 0 || 0 || 0 || 342 || 0 || 0 || 168 || 0 || 0 || 3954 || 1 || 342 || 308 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-14c.nl || 4 || 0 || 0 || 258 || 224 || 0 || 0 || 0 || 0 || 0 || 342 || 0 || 0 || 168 || 0 || 0 || 3954 || 1 || 342 || 308 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-14d.nl || 5 || 0 || 0 || 258 || 224 || 0 || 0 || 0 || 0 || 0 || 342 || 0 || 0 || 168 || 0 || 0 || 4830 || 1 || 342 || 308 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-14e.nl || 6 || 0 || 0 || 258 || 224 || 0 || 0 || 0 || 0 || 0 || 342 || 0 || 0 || 168 || 0 || 0 || 4830 || 1 || 342 || 308 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-14f.nl || 7 || 0 || 0 || 258 || 224 || 0 || 0 || 0 || 0 || 0 || 342 || 0 || 0 || 168 || 0 || 0 || 4830 || 1 || 342 || 308 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-q-104.nl || 8 || 0 || 0 || 3130 || 2298 || 0 || 0 || 0 || 0 || 0 || 12906 || 0 || 0 || 10816 || 0 || 0 || 1042348 || 1 || 12906 || 3338 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-q-24.nl || 9 || 0 || 0 || 584 || 440 || 0 || 0 || 0 || 0 || 0 || 968 || 0 || 0 || 576 || 0 || 0 || 16224 || 1 || 968 || 632 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-q-25.nl || 10 || 0 || 0 || 608 || 458 || 0 || 0 || 0 || 0 || 0 || 1033 || 0 || 0 || 625 || 0 || 0 || 18690 || 1 || 1033 || 658 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-reload-q-49.nl || 11 || 0 || 0 || 1332 || 989 || 0 || 0 || 0 || 0 || 0 || 3292 || 0 || 0 || 2401 || 0 || 0 || 118136 || 1 || 3292 || 1430 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-sched1.nl || 12 || 60 || 0 || 0 || 12 || 0 || 0 || 0 || 1 || 0 || 0 || 7 || 0 || 0 || 0 || 0 || 151 || 7 || 73 || 16 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/c-sched2.nl || 13 || 308 || 0 || 0 || 91 || 0 || 0 || 0 || 1 || 0 || 0 || 57 || 0 || 0 || 0 || 0 || 900 || 57 || 400 || 137 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/feedloc.nl || 14 || 25 || 1 || 147 || 7 || 0 || 0 || 0 || 0 || 0 || 63 || 0 || 0 || 11 || 0 || 0 || 1507 || 1 || 89 || 247 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/geartrain.nl || 15 || 0 || 0 || 0 || 0 || 0 || 0 || 0 || 1 || 0 || 0 || 4 || 0 || 0 || 4 || 0 || 0 || 4 || 4 || 0 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/mittelman.nl || 16 || 0 || 0 || 7 || 0 || 0 || 0 || 0 || 1 || 15 || 16 || 15 || 15 || 1 || 0 || 0 || 107 || 15 || 16 || 7 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/optprloc.nl || 17 || 25 || 0 || 25 || 0 || 0 || 0 || 0 || 1 || 2 || 5 || 2 || 0 || 0 || 0 || 0 || 168 || 30 || 30 || 29 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/space-25-r.nl || 18 || 750 || 0 || 25 || 110 || 0 || 0 || 0 || 0 || 0 || 43 || 0 || 0 || 0 || 0 || 0 || 1881 || 25 || 818 || 160 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/space-25.nl || 19 || 750 || 0 || 25 || 185 || 0 || 0 || 0 || 0 || 0 || 43 || 0 || 0 || 0 || 0 || 0 || 2031 || 25 || 893 || 235 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/space-960-i.nl || 20 || 0 || 960 || 960 || 4577 || 0 || 0 || 0 || 0 || 0 || 1697 || 0 || 0 || 0 || 0 || 0 || 19000 || 960 || 5537 || 6497 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/space-960-ir.nl || 21 || 0 || 0 || 960 || 1697 || 0 || 0 || 0 || 0 || 0 || 1697 || 0 || 0 || 960 || 0 || 0 || 13240 || 960 || 2657 || 3617 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/space-960-r.nl || 22 || 9600 || 0 || 960 || 3617 || 0 || 0 || 0 || 0 || 0 || 1697 || 0 || 0 || 0 || 0 || 0 || 33400 || 960 || 12257 || 5537 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/space-960.nl || 23 || 9600 || 0 || 960 || 6497 || 0 || 0 || 0 || 0 || 0 || 1697 || 0 || 0 || 0 || 0 || 0 || 39160 || 960 || 15137 || 8417 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/spring.nl || 24 || 11 || 0 || 5 || 5 || 0 || 0 || 0 || 1 || 3 || 5 || 3 || 1 || 0 || 0 || 0 || 40 || 3 || 17 || 8 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/stockcycle.nl || 25 || 432 || 0 || 0 || 96 || 0 || 0 || 0 || 1 || 0 || 0 || 48 || 0 || 0 || 48 || 0 || 960 || 48 || 480 || 97 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/synthes1.nl || 26 || 3 || 0 || 2 || 0 || 0 || 0 || 0 || 1 || 2 || 2 || 2 || 0 || 0 || 0 || 0 || 16 || 6 || 6 || 6 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/synthes2.nl || 27 || 5 || 0 || 3 || 1 || 0 || 0 || 0 || 1 || 4 || 4 || 4 || 0 || 0 || 0 || 0 || 35 || 11 || 11 || 13 || 1 || 0 ||
|| ampl/demos/data/MacMINLP/synthes3.nl || 28 || 8 || 0 || 4 || 2 || 0 || 0 || 0 || 1 || 6 || 6 || 6 || 0 || 0 || 0 || 0 || 73 || 17 || 17 || 23 || 1 || 0 ||
